Alien,227.8,7127.7,1620.0,3941.0,4871,7022
Amidar,5.8,1719.5,978.0,2296.8,1641,2946
Assault,222.4,742.0,4280.4,11477.0,22012,29091
Asterix,210.0,8503.3,4359.0,375080.0,261025,342016
Asteroids,719.1,47388.7,1364.5,1192.7,4226,2898
Atlantis,12850.0,29028.1,279987.0,395762.0,971850,978200
Bank,Heist,14.2,753.1,455.0,1503.1,1249,1416
Battle,Zone,2360.0,37187.5,29900.0,35520.0,39268,42244
Beam,Rider,363.9,16926.5,8627.5,30276.5,34821,42776
Berzerk,123.7,2630.4,585.6,3409.0,3117,1053
Bowling,23.1,160.7,50.4,46.7,77.2,86.5
Boxing,0.1,12.1,88.0,98.9,99.9,99.8
Breakout,1.7,30.5,385.5,366.0,742,734
Centipede,2090.9,12017.0,4657.7,7687.5,12447,11561
Chopper,Command,811.0,7387.8,6126.0,13185.0,14667,16836
Crazy,Climber,10780.5,35829.4,110763.0,162224.0,161196,179082
Defender,2874.5,18688.9,23633.0,41324.5,47887,53537
Demon,Attack,152.1,1971.0,12149.4,72878.6,121551,128580
Double,Dunk,-18.6,-16.4,-6.6,-12.5,21.9,5.6
Enduro,0.0,860.5,729.0,2306.4,2355,2359
Fishing,Derby,-91.7,-38.7,-4.9,41.3,39.0,33.8
Freeway,0.0,29.6,30.8,33.0,34.0,34.0
Frostbite,65.2,4334.7,797.4,7413.0,4384,4324
Gopher,257.6,2412.5,8777.4,104368.2,113585,118365
Gravitar,173.0,3351.4,473.0,238.0,995,911
H.E.R.O.,1027.0,30826.4,20437.8,21036.5,21395,28386
Ice,Hockey,-11.2,0.9,-1.9,-0.4,-1.7,0.2
James,Bond,29.0,302.8,768.5,812.0,4703,35108
Kangaroo,52.0,3035.0,7259.0,1792.0,15356,15487
Krull,1598.0,2665.5,8422.3,10374.4,11447,10707
Kung-Fu,Master,258.5,22736.3,26059.0,48375.0,76642,73512
Montezumas,Revenge,0.0,4753.3,0.0,0.0,0.0,0.0
Ms.,Pac-Man,307.3,6951.6,3085.6,3327.3,5821,6349
Name,This,Game,2292.3,8049.0,8207.8,15572.5,21890,22682
Phoenix,761.4,7242.6,8485.2,70324.3,16585,56599
Pitfall!,-229.4,6463.7,-286.1,0.0,0.0,0.0
Pong,-20.7,14.6,19.5,20.9,21.0,21.0
Private,Eye,24.9,69571.3,146.7,206.0,350,200
Q*Bert,163.9,13455.0,13117.3,18760.3,572510,25750
River,Raid,1338.5,17118.0,7377.6,20607.6,17571,17765
Road,Runner,11.5,7845.0,39544.0,62151.0,64262,57900
Robotank,2.2,11.9,63.9,27.5,59.4,62.5
Seaquest,68.4,42054.7,5860.6,931.6,8268,30140
Skiing,-17098.1,-4336.9,-13062.3,-19949.9,-9324,-9289
Solaris,1236.3,12326.7,3482.8,133.4,6740,8007
Space,Invaders,148.0,1668.7,1692.3,15311.5,20972,28888
Star,Gunner,664.0,10250.0,54282.0,125117.0,77495,74677
Surround,-10.0,6.5,-5.6,1.2,8.2,9.4
Tennis,-23.8,-8.3,12.2,0.0,23.6,23.6
Time,Pilot,3568.0,5229.2,4870.0,7553.0,10345,12236
Tutankham,11.4,167.6,68.1,245.9,297,293
Up,and,Down,533.4,11693.2,9989.9,33879.1,71260,88148
Venture,0.0,1187.5,163.0,48.0,43.9,1318
Video,Pinball,16256.9,17667.9,196760.4,479197.0,705662,698045
Wizard,Of,Wor,563.5,4756.5,2704.0,12352.0,25061,31190
Yars,Revenge,3092.9,54576.9,18098.9,69618.1,26447,28379
Zaxxon,32.5,9173.3,5363.0,13886.0,13112,21772
